,City,Cloudy,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
423,Viedma,100,AR,1567694866,48,-40.81,-62.99,46.31,11.45
424,Shar,96,NG,1567694868,83,7.3,8.73,80.15,2.84
425,Colares,0,PT,1567694869,35,38.8,-9.45,93.2,11.41
427,Charters Towers,0,AU,1567694870,21,-20.07,146.27,61.07,6.64
428,Kenai,1,US,1567694872,80,60.55,-151.26,39.2,3.36
430,Mirabad,0,IR,1567694873,14,28.27,61.33,73.31,11.77
431,Alizai,40,PK,1567694874,58,33.94,71.55,87.8,6.93
432,Hermiston,1,US,1567694876,77,45.84,-119.29,66,5.01
433,Horadiz,90,AZ,1567694877,83,39.45,47.33,71.6,9.17
434,Visegrad,20,BA,1567694878,49,43.78,19.3,73.4,2.24
435,Antalaha,100,MG,1567694880,92,-14.9,50.28,64.67,3.78
437,Snezhnogorsk,40,RU,1567694881,58,69.19,33.23,59,2.24
440,Ternate,40,PH,1567694883,78,14.29,120.72,82.4,4.7
441,Limbang,75,BN,1567694885,83,4.75,115.01,82.4,1.12
442,Nome,1,US,1567694886,74,30.04,-94.42,84.99,3.36
443,Nabire,23,ID,1567694887,98,-3.36,135.5,67.91,4.27
444,Monte Aprazivel,0,BR,1567694889,54,-20.77,-49.71,78.8,9.17
445,Nikolayevskaya,4,RU,1567694890,28,43.22,44.21,82.4,11.18
446,Yashalta,70,RU,1567694891,27,46.34,42.27,78.71,8.08
447,Samarai,0,PG,1567694893,82,-10.62,150.67,67.73,5.14
448,Fairbanks,75,US,1567694897,87,64.84,-147.72,45,4.7
449,Warri,100,NG,1567694898,89,5.52,5.75,76.91,10.16
450,Santa Isabel do Rio Negro,7,BR,1567694903,45,-0.41,-65.02,94.91,2.73
451,Creel,99,MX,1567694678,89,27.75,-107.63,57.47,5.73
452,Beringovskiy,100,RU,1567694905,94,63.05,179.32,43.25,0.67
453,Shimanovsk,33,RU,1567694907,92,52,127.67,57.11,4.23
454,Jiangyan,67,CN,1567694908,87,32.51,120.12,75.99,1.01
455,Karpathos,20,GR,1567694909,61,35.51,27.21,82.4,17.22
456,Byron Bay,90,AU,1567694911,93,-28.65,153.62,64.4,8.05
457,Wanaka,100,NZ,1567694912,85,-44.7,169.14,33.71,1.21
458,Campana,75,AR,1567694914,57,-34.16,-58.96,53.01,14.99
459,Tucurui,88,BR,1567694915,48,-3.77,-49.67,90.95,5.39
461,Srednekolymsk,100,RU,1567694916,52,67.46,153.71,46.67,11.45
462,Waverly,75,US,1567694918,100,37.04,-77.1,82.99,8.05
463,Brae,20,GB,1567694919,71,60.4,-1.35,51.8,9.17
464,Luebo,35,CD,1567694920,24,-5.35,21.42,95.63,3.76
465,Paamiut,100,GL,1567694922,68,61.99,-49.67,43.43,4.94
466,Progreso,75,UY,1567694923,65,-34.68,-56.22,48.2,12.75
467,Tomislavgrad,20,BA,1567694924,31,43.71,17.23,91.4,11.41
468,Katobu,0,ID,1567694925,89,-4.94,122.53,71.51,4.12
469,Brandon,1,US,1567694678,82,43.59,-96.57,68,10.29
470,Waingapu,67,ID,1567694931,91,-9.65,120.26,68.27,8.19
471,Roshchino,40,RU,1567694932,93,55.31,61.27,50,2.24
472,Ilulissat,75,GL,1567694934,52,69.22,-51.1,46.4,8.05
473,Richards Bay,100,ZA,1567694935,79,-28.77,32.06,67.55,21.94
474,Bonavista,88,CA,1567694936,83,48.65,-53.11,66.99,8.99
476,Bismarck,1,US,1567694646,82,46.81,-100.78,68,10.29
477,Barcelona,20,ES,1567694939,57,41.38,2.18,81,9.17
478,Kudahuvadhoo,93,MV,1567694940,74,2.67,72.89,83.21,8.97
479,Abramovka,40,GE,1567694942,47,41.47,45.01,77,6.93
480,Te Anau,12,NZ,1567694943,83,-45.41,167.72,39.11,1.45
481,Toora-Khem,80,RU,1567694944,69,52.47,96.11,42.71,4.09
482,Mehamn,100,NO,1567694945,76,71.03,27.85,48.83,11.54
483,Ushtobe,67,KZ,1567694947,29,45.25,77.98,74.03,14.23
484,Rosetta,0,EG,1567694948,62,31.4,30.42,86,9.17
485,Nantucket,1,US,1567694949,68,41.28,-70.1,68,12.75
486,Sangar,3,RU,1567694951,78,63.92,127.47,38.75,3.76
487,Marsa Matruh,0,EG,1567694950,66,31.35,27.25,84.2,11.41
488,Victoria,75,BN,1567694930,83,5.28,115.24,82.4,5.5
489,Horsham,75,AU,1567694955,95,-36.71,142.2,41.27,3.94
490,Okhotsk,15,RU,1567694956,53,59.36,143.24,52.25,13.62
491,Waounde,0,SN,1567694957,34,15.26,-12.87,98.87,8.61
492,Wagar,0,US,1567694959,72,31.44,-87.99,86,1.01
493,Yumen,88,CN,1567694960,15,40.29,97.04,81.95,16.69
494,Puerto Vallarta,40,MX,1567694961,94,20.61,-105.23,81,3.36
495,San Ramon,40,NI,1567694963,88,12.92,-85.84,69.8,6.93
496,Grand Gaube,20,MU,1567694920,69,-20.01,57.66,75.2,5.82
497,Barabinsk,6,RU,1567694965,86,55.35,78.35,50.09,9.53
498,Pingliang,30,CN,1567694967,92,35.54,106.68,56.93,5.93
499,Ola,73,RU,1567694968,94,59.58,151.3,52.25,2.93
500,Mae Hong Son,100,MM,1567694969,97,19.3,97.96,70.61,2.91
501,Gazanjyk,0,TM,1567694971,20,39.24,55.52,80.33,7.4
502,Tual,61,ID,1567694972,86,-5.67,132.75,76.73,16.62
503,Puerto Escondido,20,MX,1567694973,69,15.86,-97.07,78.8,1.25
504,Mufulira,0,ZM,1567694974,21,-12.55,28.24,86,3
505,Muzaffarabad,0,PK,1567694976,72,34.37,73.47,70.97,3.27
506,Chapais,75,CA,1567694977,70,49.78,-74.86,48.2,16.11
507,Belaya Gora,100,RU,1567694978,70,68.54,146.19,43.43,5.41
508,Tantoyuca,78,MX,1567694901,89,21.35,-98.23,77.63,4.25
509,Lompoc,90,US,1567694981,100,34.64,-120.46,59,4.7
511,Tilichiki,0,RU,1567694982,79,60.47,166.1,39.29,2.35
512,Gambiran,100,ID,1567694984,93,-7.93,111.77,65.93,5.08
513,Ketchikan,90,US,1567694985,100,55.34,-131.65,53.6,4.5
514,Pilar,75,AR,1567694718,57,-34.46,-58.91,53.01,14.99
515,Port Charlotte,20,US,1567694987,74,26.98,-82.09,91,9.17
516,Tara,0,JP,1567694989,88,33,130.15,82,3.36
517,Karratha,0,AU,1567694990,57,-20.74,116.85,65.57,12.3
518,Aberdeen,40,US,1567694991,100,46.98,-123.82,60.01,4.7
519,Bambanglipuro,98,ID,1567694993,85,-7.95,110.28,75.29,11.14
520,The Valley,20,AI,1567694994,70,18.22,-63.06,89.01,12.75
521,Lesnikovo,86,RU,1567694995,84,55.28,65.32,50.45,5.7
523,Indiana,1,US,1567694997,82,40.62,-79.15,70,6.93
524,Santa Branca,75,BR,1567694998,77,-23.4,-45.88,66.2,8.05
525,La Rioja,68,AR,1567694712,60,-29.41,-66.86,44.33,6.22
526,Soe,20,EE,1567695001,49,57.91,26.05,72,16.11
527,Haines Junction,47,CA,1567695002,86,60.75,-137.51,35.51,1.01
528,Necochea,100,AR,1567695004,59,-38.55,-58.74,48.99,3
530,San Policarpo,100,PH,1567695006,84,12.18,125.51,79.25,8.55
531,San Quintin,99,PH,1567695007,90,17.54,120.52,76.01,8.5
532,Altay,0,CN,1567695008,44,47.83,88.13,46.49,7.11
533,Havre-Saint-Pierre,20,CA,1567695010,76,50.23,-63.6,53.6,28.86
534,Marovoay,20,MG,1567695011,58,-16.11,46.64,82.4,11.41
535,Auki,0,NG,1567695012,55,12.18,6.51,89.15,7.81
536,Huangmei,0,CN,1567695014,89,30.1,115.95,73.85,5.3
538,Nanakuli,75,US,1567695015,69,21.39,-158.15,82.4,8.05
539,Watsa,83,CD,1567695017,86,3.04,29.53,72.23,1.19
540,Nagato,75,JP,1567695018,83,34.35,131.14,80.6,8.05
541,Andros Town,40,BS,1567695019,79,24.73,-77.79,90,10.29
542,Lasem,0,ID,1567695020,81,-6.99,112.52,72.95,4.18
543,Stryn,75,NO,1567695022,62,61.9,6.72,53.6,6.93
544,Quchan,0,IR,1567695023,42,37.11,58.51,60.53,6.76
545,Fort Beaufort,99,ZA,1567695025,72,-32.78,26.63,52.97,11.56
546,Palmerston,0,AU,1567695026,69,-12.49,130.99,73.4,1.12
547,Lensk,100,RU,1567695027,90,60.71,114.91,48.83,0.98
548,Kawalu,100,ID,1567695029,95,-7.38,108.21,63.05,3.04
550,Baikunthpur,100,IN,1567695030,92,23.26,82.56,75.83,3
551,Yatou,75,CM,1567695032,74,3.63,9.81,86,5.82
552,Renigunta,75,IN,1567695033,70,13.64,79.51,86,6.93
553,Punta Alta,0,AR,1567695034,50,-27.46,-55.82,57.2,6.93
554,Williams Lake,20,CA,1567695036,93,52.13,-122.14,44.6,4.7
555,Waipawa,100,NZ,1567695037,95,-39.94,176.59,46.99,5.01
556,Cabedelo,75,BR,1567695038,58,-6.97,-34.84,84.2,13.87
557,Verkhnevilyuysk,39,RU,1567695040,98,63.45,120.31,44.15,4.61
558,Altamont,90,CA,1567695041,100,49.4,-98.5,60.01,8.05
559,Lasa,75,CY,1567695042,69,34.92,32.53,84.2,10.29
560,Mwanza,34,TZ,1567695044,55,-2.52,32.9,77.99,7.14
561,Portland,20,US,1567694470,48,43.66,-70.25,66,12.75
562,Bathsheba,40,BB,1567695046,70,13.22,-59.52,87.8,11.41
564,Laguna,20,BZ,1567695048,79,16.17,-88.94,84.2,2.1
565,Curup,9,ID,1567695049,96,-3.47,102.53,66.47,1.83
566,Eyl,7,SO,1567695050,67,7.98,49.82,79.25,27.36
567,Ruteng,67,ID,1567695051,96,-8.61,120.46,68.45,4.97
568,Kalmunai,77,LK,1567695053,69,7.42,81.82,80.15,4.41
569,Wichita Falls,1,US,1567694780,57,33.91,-98.49,82.99,8.05
570,Malayal,100,PH,1567695055,79,7.21,121.94,82.67,6.64
571,Cabra,40,ES,1567695056,27,37.47,-4.43,91.99,3.36
572,Jaisinghnagar,100,IN,1567695058,86,23.63,78.57,79.07,4.12
573,Turbat,1,PK,1567695059,61,26,63.05,87.35,12.08
574,Big Bend,75,SZ,1567695060,41,-26.79,31.94,77,18.34
575,Champerico,5,MX,1567695062,83,16.38,-93.6,73.4,3.36
576,Houma,0,CN,1567695063,38,35.63,111.36,72.41,4.34
577,Newport,20,GB,1567695064,55,51.59,-3,66.99,12.75
578,Bosaso,100,SO,1567695065,64,11.28,49.18,89.15,9.57
579,Coihueco,90,CL,1567695067,93,-36.63,-71.83,55,12.75
580,Pandamatenga,0,BW,1567695068,13,-18.54,25.64,88.61,8.46
581,Muros,0,ES,1567695069,56,42.77,-9.06,82,18.34
582,Lima,90,PE,1567694988,87,-12.06,-77.04,60.8,9.17
583,Murgab,0,TM,1567695072,23,37.5,61.97,86,6.93
584,Kajaani,75,FI,1567695074,63,64.22,27.73,60.8,12.75
585,Agadez,0,NE,1567695075,33,16.97,7.99,100.4,11.41
586,Quanzhou,20,CN,1567695076,83,24.9,118.59,82.4,4.47
587,Kollam,75,IN,1567695078,83,8.88,76.6,82.4,6.93
588,Leshukonskoye,93,RU,1567695079,81,64.9,45.76,57.65,4.16
589,Prince Rupert,90,CA,1567694965,100,54.32,-130.32,50,3.15
590,Tahoua,0,NE,1567695082,44,14.89,5.26,93.2,13.87
591,Natchez,1,US,1567694817,74,31.56,-91.4,80.6,4.41
593,Kedrovyy,0,RU,1567695085,87,56.17,91.82,48.2,0.18
594,Micheweni,14,TZ,1567695086,76,-4.97,39.83,79.79,11.48
596,Canico,20,PT,1567695088,61,32.63,-16.85,77,16.11
597,Cacapava do Sul,0,BR,1567695044,59,-30.51,-53.49,53.15,10.25
598,Vardo,1,US,1567695091,73,39.62,-77.74,72,10.29
601,Guider,81,CM,1567695092,78,9.93,13.94,81.59,1.3
602,Emerald,0,AU,1567695094,23,-23.53,148.16,64.4,3.36
603,Uribia,100,CO,1567695095,60,11.71,-72.27,89.15,17.13
604,Taber,75,CA,1567695071,87,49.79,-112.14,53.6,8.05
605,Anadyr,75,RU,1567695097,93,64.73,177.51,42.8,6.06
606,Fukue,75,JP,1567695099,88,35.03,136.69,79,12.75
608,Acapulco,20,MX,1567695101,74,16.86,-99.88,80.6,5.82
609,Ancud,0,CL,1567695102,65,-41.87,-73.83,46.4,2.24
611,Lakes Entrance,100,AU,1567695103,94,-37.88,147.99,50,1.01
612,Mao,40,DO,1567695105,74,19.55,-71.08,89.6,9.17
613,Mampong,79,GH,1567695106,70,7.06,-1.4,82.31,3.65
614,Funtua,58,NG,1567695107,61,11.52,7.31,85.01,6.78
615,Upington,0,ZA,1567695109,12,-28.46,21.24,86,11.41
